index,name,prompt,negative_prompt,category,weight,favorite
1,Single French Braid,"Give <Subject 1> single french braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
2,Single Dutch Braid,"Give <Subject 1> single dutch braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
3,Single Fishtail Braid,"Give <Subject 1> single fishtail braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
4,Single Rope Braid,"Give <Subject 1> single rope braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
5,Single Four-Strand Braid,"Give <Subject 1> single four-strand braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
6,Single Box Braids,"Give <Subject 1> single box braids; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
7,Single Knotless Braids,"Give <Subject 1> single knotless braids; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
8,Single Cornrow Braids,"Give <Subject 1> single cornrow braids; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
9,Single Goddess Braids,"Give <Subject 1> single goddess braids; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
10,Single Waterfall Braid,"Give <Subject 1> single waterfall braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
11,Double French Braid,"Give <Subject 1> double french braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
12,Double Dutch Braid,"Give <Subject 1> double dutch braid; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Braids,1.0,False
