name,prompt,negative_prompt,category,weight,favorite
"0001 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — wide environmental framing, 40mm natural-perspective lens, foreground-to-background depth layering","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; close camera distance; wide environmental framing; 40mm natural-perspective lens; foreground-to-background depth layering; focus locked on the primary subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0002 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — medium crop, 65mm short-portrait lens, centred composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; environmental portrait distance; medium crop; 65mm short-portrait lens; centred composition; balanced focus between subject and immediate surroundings; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0003 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — tight crop, 85mm portrait lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; intimate portrait distance; tight crop; 85mm portrait lens; strong leading lines toward the subject; foreground softly separated from the subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0004 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — vertical editorial framing, 50mm standard lens, clean negative space around the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; intimate portrait distance; vertical editorial framing; 50mm standard lens; clean negative space around the subject; focus locked on the primary subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0005 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — tight crop, 65mm short-portrait lens, environmental elements framing the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; camera far enough back to preserve spatial context; tight crop; 65mm short-portrait lens; environmental elements framing the subject; focus weighted toward facial detail when visible; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0006 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — vertical editorial framing, 24mm wide-angle lens, slightly off-centre editorial composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; intimate portrait distance; vertical editorial framing; 24mm wide-angle lens; slightly off-centre editorial composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0007 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — medium crop, 85mm portrait lens, slightly off-centre editorial composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; close camera distance; medium crop; 85mm portrait lens; slightly off-centre editorial composition; focus weighted toward facial detail when visible; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0008 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — three-quarter-length crop, 85mm portrait lens, rule-of-thirds composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; camera close enough to retain material texture; three-quarter-length crop; 85mm portrait lens; rule-of-thirds composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0009 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — cinematic landscape framing, 50mm standard lens, rule-of-thirds composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; camera distance balanced between subject and environment; cinematic landscape framing; 50mm standard lens; rule-of-thirds composition; foreground softly separated from the subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
"0010 | Perspective/Eye-Level Neutral/Eye-Level Neutral Camera — full-figure framing, 18mm ultra-wide lens with controlled distortion, centred composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera placed at neutral eye level with minimal vertical distortion; close camera distance; full-figure framing; 18mm ultra-wide lens with controlled distortion; centred composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","extreme overhead view, extreme ground-level view, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Eye-Level Neutral,1,False
