name,prompt,negative_prompt,category,weight,favorite
"0001 | Perspective/Reflection and Mirror/Reflection View — cinematic landscape framing, camera at eye level, 105mm compressed portrait perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera at eye level, camera positioned to include foreground depth, cinematic landscape framing, 105mm compressed portrait perspective, foreground-to-background depth layering, focus prioritising the back silhouette and shoulder line, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0002 | Perspective/Reflection and Mirror/Reflection View — tight portrait framing, camera elevated above the subject, 105mm compressed portrait perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera elevated above the subject, camera close to the subject, tight portrait framing, 105mm compressed portrait perspective, symmetrical visual balance, focus centred on clothing and body orientation, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0003 | Perspective/Reflection and Mirror/Reflection View — waist-up framing, camera at knee height, 65mm portrait perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera at knee height, camera close to the subject, waist-up framing, 65mm portrait perspective, environment framing the subject naturally, moderate depth of field preserving environmental context, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0004 | Perspective/Reflection and Mirror/Reflection View — head-and-shoulders framing, camera at shoulder height, 40mm natural perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera at shoulder height, camera positioned to include foreground depth, head-and-shoulders framing, 40mm natural perspective, foreground-to-background depth layering, deep focus with foreground and background clearly readable, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0005 | Perspective/Reflection and Mirror/Reflection View — head-and-shoulders framing, camera aligned with the subject upper back, 105mm compressed portrait perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera aligned with the subject upper back, camera far enough back to preserve the full silhouette, head-and-shoulders framing, 105mm compressed portrait perspective, centred composition, moderate depth of field preserving environmental context, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0006 | Perspective/Reflection and Mirror/Reflection View — head-and-shoulders framing, camera slightly above eye level, 85mm portrait perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera slightly above eye level, camera at moderate environmental distance, head-and-shoulders framing, 85mm portrait perspective, slightly off-centre editorial composition, focus prioritising the face when visible, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0007 | Perspective/Reflection and Mirror/Reflection View — three-quarter body framing, camera at shoulder height, 135mm long-lens perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera at shoulder height, camera at natural observational distance, three-quarter body framing, 135mm long-lens perspective, centred composition, focus prioritising the back silhouette and shoulder line, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0008 | Perspective/Reflection and Mirror/Reflection View — wide environmental framing, camera slightly below eye level, 50mm standard lens perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera slightly below eye level, camera at natural observational distance, wide environmental framing, 50mm standard lens perspective, asymmetrical cinematic balance, focus prioritising the face when visible, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0009 | Perspective/Reflection and Mirror/Reflection View — three-quarter body framing, camera at shoulder height, 85mm portrait perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera at shoulder height, camera close enough to prioritise garment texture, three-quarter body framing, 85mm portrait perspective, foreground-to-background depth layering, clean edge separation around the subject, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
"0010 | Perspective/Reflection and Mirror/Reflection View — balanced square-format framing, camera slightly below eye level, 70mm short-telephoto perspective","camera using a deliberate reflection in a mirror, window, polished metal or water surface, real subject and reflected subject spatially consistent, reflection direction physically believable, camera slightly below eye level, camera several metres from the subject, balanced square-format framing, 70mm short-telephoto perspective, asymmetrical cinematic balance, focus centred on clothing and body orientation, clear camera-to-subject relationship, coherent spatial orientation","duplicate real subjects, incorrect mirrored anatomy, mismatched reflection, floating reflection, impossible mirror angle, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Reflection and Mirror,1,False
