name,prompt,negative_prompt,category,weight,favorite
"0101 | Perspective/Direct Rear View/Direct Rear View — full-body framing, camera slightly above eye level, 35mm lens perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera slightly above eye level, camera positioned to include foreground depth, full-body framing, 35mm lens perspective, centred composition, focus prioritising the back silhouette and shoulder line, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0102 | Perspective/Direct Rear View/Direct Rear View — tight portrait framing, camera at chest height, 65mm portrait perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera at chest height, camera at conversational distance, tight portrait framing, 65mm portrait perspective, foreground-to-background depth layering, focus locked on the primary subject silhouette, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0103 | Perspective/Direct Rear View/Direct Rear View — wide environmental framing, camera elevated above the subject, 40mm natural perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera elevated above the subject, camera far enough back to preserve the full silhouette, wide environmental framing, 40mm natural perspective, foreground-to-background depth layering, balanced focus across subject and surroundings, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0104 | Perspective/Direct Rear View/Direct Rear View — wide environmental framing, camera aligned with the subject upper back, 65mm portrait perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera aligned with the subject upper back, camera close enough to prioritise garment texture, wide environmental framing, 65mm portrait perspective, symmetrical visual balance, focus locked on the primary subject silhouette, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0105 | Perspective/Direct Rear View/Direct Rear View — full-body framing, camera at eye level, 70mm short-telephoto perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera at eye level, camera close to the subject, full-body framing, 70mm short-telephoto perspective, asymmetrical cinematic balance, focus prioritising the back silhouette and shoulder line, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0106 | Perspective/Direct Rear View/Direct Rear View — cinematic landscape framing, camera slightly below eye level, 24mm wide-angle perspective with controlled distortion","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera slightly below eye level, camera close enough to prioritise garment texture, cinematic landscape framing, 24mm wide-angle perspective with controlled distortion, foreground-to-background depth layering, focus prioritising the back silhouette and shoulder line, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0107 | Perspective/Direct Rear View/Direct Rear View — balanced square-format framing, camera aligned with the subject upper back, 70mm short-telephoto perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera aligned with the subject upper back, camera at conversational distance, balanced square-format framing, 70mm short-telephoto perspective, asymmetrical cinematic balance, focus locked on the primary subject silhouette, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0108 | Perspective/Direct Rear View/Direct Rear View — cinematic landscape framing, camera at eye level, 70mm short-telephoto perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera at eye level, camera far enough back to preserve the full silhouette, cinematic landscape framing, 70mm short-telephoto perspective, rule-of-thirds placement, focus prioritising the back silhouette and shoulder line, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0109 | Perspective/Direct Rear View/Direct Rear View — three-quarter body framing, camera slightly below eye level, 70mm short-telephoto perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera slightly below eye level, camera several metres from the subject, three-quarter body framing, 70mm short-telephoto perspective, centred composition, subject sharply defined against a softly separated background, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
"0110 | Perspective/Direct Rear View/Direct Rear View — cinematic landscape framing, camera aligned with the subject upper back, 85mm portrait perspective","camera positioned directly behind the primary subject, subject back fully facing the camera, head facing away from the viewer, back of the head visible, face completely hidden, both shoulders read clearly from behind, clean rear silhouette, natural posture, camera aligned with the subject upper back, camera close enough to prioritise garment texture, cinematic landscape framing, 85mm portrait perspective, slightly off-centre editorial composition, shallow depth of field with smooth background separation, clear camera-to-subject relationship, coherent spatial orientation","front view, visible face, eye contact, turned head, over-the-shoulder glance, mirror, reflection, reversed orientation, contradictory camera angle, impossible perspective, duplicate subject, extra limbs, fused limbs, twisted anatomy, broken neck, malformed hands, inconsistent body direction, floating objects, warped background, random text, watermark, logo artifacts, low detail, blur",Perspective/Direct Rear View,1,False
