name,prompt,negative_prompt,category,weight,favorite
"0001 | Perspective/360 Panoramic/360-Degree Panoramic Camera — wide environmental framing, 28mm moderately wide lens, rule-of-thirds composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; camera distance balanced between subject and environment; wide environmental framing; 28mm moderately wide lens; rule-of-thirds composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0002 | Perspective/360 Panoramic/360-Degree Panoramic Camera — head-and-shoulders crop, 135mm telephoto lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; conversational camera distance; head-and-shoulders crop; 135mm telephoto lens; strong leading lines toward the subject; clean edge separation around the subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0003 | Perspective/360 Panoramic/360-Degree Panoramic Camera — medium crop, 65mm short-portrait lens, symmetrical visual balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; full-figure camera distance; medium crop; 65mm short-portrait lens; symmetrical visual balance; focus weighted toward clothing and material texture; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0004 | Perspective/360 Panoramic/360-Degree Panoramic Camera — three-quarter-length crop, 65mm short-portrait lens, environmental elements framing the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; moderate camera distance; three-quarter-length crop; 65mm short-portrait lens; environmental elements framing the subject; shallow depth of field with clean subject separation; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0005 | Perspective/360 Panoramic/360-Degree Panoramic Camera — head-and-shoulders crop, 50mm standard lens, symmetrical visual balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; environmental portrait distance; head-and-shoulders crop; 50mm standard lens; symmetrical visual balance; clean edge separation around the subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0006 | Perspective/360 Panoramic/360-Degree Panoramic Camera — cinematic landscape framing, 65mm short-portrait lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; wide scene distance; cinematic landscape framing; 65mm short-portrait lens; strong leading lines toward the subject; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0007 | Perspective/360 Panoramic/360-Degree Panoramic Camera — medium crop, 135mm telephoto lens, slightly off-centre editorial composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; moderate camera distance; medium crop; 135mm telephoto lens; slightly off-centre editorial composition; shallow depth of field with clean subject separation; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0008 | Perspective/360 Panoramic/360-Degree Panoramic Camera — head-and-shoulders crop, 105mm compressed portrait lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; wide scene distance; head-and-shoulders crop; 105mm compressed portrait lens; strong leading lines toward the subject; shallow depth of field with clean subject separation; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0009 | Perspective/360 Panoramic/360-Degree Panoramic Camera — medium crop, 40mm natural-perspective lens, slightly off-centre editorial composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; wide scene distance; medium crop; 40mm natural-perspective lens; slightly off-centre editorial composition; focus weighted toward clothing and material texture; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0010 | Perspective/360 Panoramic/360-Degree Panoramic Camera — waist-up crop, 24mm wide-angle lens, foreground-to-background depth layering","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; camera far enough back to preserve spatial context; waist-up crop; 24mm wide-angle lens; foreground-to-background depth layering; focus weighted toward facial detail when visible; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0011 | Perspective/360 Panoramic/360-Degree Panoramic Camera — three-quarter-length crop, 85mm portrait lens, clean negative space around the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; camera close enough to retain material texture; three-quarter-length crop; 85mm portrait lens; clean negative space around the subject; focus locked on the primary subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
"0012 | Perspective/360 Panoramic/360-Degree Panoramic Camera — head-and-shoulders crop, 135mm telephoto lens, asymmetrical cinematic balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera capturing a complete panoramic field around the viewpoint with seamless horizon continuity and consistent spatial geometry; environmental portrait distance; head-and-shoulders crop; 135mm telephoto lens; asymmetrical cinematic balance; deep focus across the visible environment; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cropped panorama, duplicated scene seams, warped horizon, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/360 Panoramic,1,False
