name,prompt,negative_prompt,category,weight,favorite
"0001 | Perspective/CCTV High Corner/CCTV High-Corner Camera — full-figure framing, 50mm standard lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; camera close enough to retain material texture; full-figure framing; 50mm standard lens; strong leading lines toward the subject; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0002 | Perspective/CCTV High Corner/CCTV High-Corner Camera — waist-up crop, 28mm moderately wide lens, centred composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; camera far enough back to preserve spatial context; waist-up crop; 28mm moderately wide lens; centred composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0003 | Perspective/CCTV High Corner/CCTV High-Corner Camera — tight crop, 65mm short-portrait lens, asymmetrical cinematic balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; wide scene distance; tight crop; 65mm short-portrait lens; asymmetrical cinematic balance; balanced focus between subject and immediate surroundings; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0004 | Perspective/CCTV High Corner/CCTV High-Corner Camera — balanced square framing, 40mm natural-perspective lens, foreground-to-background depth layering","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; camera far enough back to preserve spatial context; balanced square framing; 40mm natural-perspective lens; foreground-to-background depth layering; focus weighted toward clothing and material texture; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0005 | Perspective/CCTV High Corner/CCTV High-Corner Camera — head-and-shoulders crop, 65mm short-portrait lens, environmental elements framing the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; environmental portrait distance; head-and-shoulders crop; 65mm short-portrait lens; environmental elements framing the subject; focus weighted toward clothing and material texture; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0006 | Perspective/CCTV High Corner/CCTV High-Corner Camera — three-quarter-length crop, 50mm standard lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; camera far enough back to preserve spatial context; three-quarter-length crop; 50mm standard lens; strong leading lines toward the subject; focus weighted toward clothing and material texture; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0007 | Perspective/CCTV High Corner/CCTV High-Corner Camera — vertical editorial framing, 24mm wide-angle lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; camera close enough to retain material texture; vertical editorial framing; 24mm wide-angle lens; strong leading lines toward the subject; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0008 | Perspective/CCTV High Corner/CCTV High-Corner Camera — medium crop, 28mm moderately wide lens, foreground-to-background depth layering","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; full-figure camera distance; medium crop; 28mm moderately wide lens; foreground-to-background depth layering; shallow depth of field with clean subject separation; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0009 | Perspective/CCTV High Corner/CCTV High-Corner Camera — tight crop, 40mm natural-perspective lens, clean negative space around the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; camera far enough back to preserve spatial context; tight crop; 40mm natural-perspective lens; clean negative space around the subject; focus weighted toward clothing and material texture; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
"0010 | Perspective/CCTV High Corner/CCTV High-Corner Camera — wide environmental framing, 28mm moderately wide lens, symmetrical visual balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera fixed high in a room corner with a wide surveillance-style field of view and utilitarian composition; moderate camera distance; wide environmental framing; 28mm moderately wide lens; symmetrical visual balance; balanced focus between subject and immediate surroundings; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","cinematic portrait lighting, handheld camera, eye-level placement, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/CCTV High Corner,1,False
