name,prompt,negative_prompt,category,weight,favorite
"0001 | Perspective/Macro Detail/Macro Detail Camera — three-quarter-length crop, 18mm ultra-wide lens with controlled distortion, foreground-to-background depth layering","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; camera close enough to retain material texture; three-quarter-length crop; 18mm ultra-wide lens with controlled distortion; foreground-to-background depth layering; shallow depth of field with clean subject separation; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0002 | Perspective/Macro Detail/Macro Detail Camera — vertical editorial framing, 105mm compressed portrait lens, strong leading lines toward the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; camera close enough to retain material texture; vertical editorial framing; 105mm compressed portrait lens; strong leading lines toward the subject; deep focus across the visible environment; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0003 | Perspective/Macro Detail/Macro Detail Camera — medium crop, 50mm standard lens, centred composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; intimate portrait distance; medium crop; 50mm standard lens; centred composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0004 | Perspective/Macro Detail/Macro Detail Camera — three-quarter-length crop, 40mm natural-perspective lens, environmental elements framing the subject","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; camera distance balanced between subject and environment; three-quarter-length crop; 40mm natural-perspective lens; environmental elements framing the subject; focus locked on the primary subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0005 | Perspective/Macro Detail/Macro Detail Camera — balanced square framing, 18mm ultra-wide lens with controlled distortion, rule-of-thirds composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; environmental portrait distance; balanced square framing; 18mm ultra-wide lens with controlled distortion; rule-of-thirds composition; focus weighted toward facial detail when visible; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0006 | Perspective/Macro Detail/Macro Detail Camera — cinematic landscape framing, 35mm environmental lens, foreground-to-background depth layering","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; moderate camera distance; cinematic landscape framing; 35mm environmental lens; foreground-to-background depth layering; clean edge separation around the subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0007 | Perspective/Macro Detail/Macro Detail Camera — three-quarter-length crop, 24mm wide-angle lens, asymmetrical cinematic balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; moderate camera distance; three-quarter-length crop; 24mm wide-angle lens; asymmetrical cinematic balance; focus weighted toward clothing and material texture; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0008 | Perspective/Macro Detail/Macro Detail Camera — cinematic landscape framing, 40mm natural-perspective lens, asymmetrical cinematic balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; wide scene distance; cinematic landscape framing; 40mm natural-perspective lens; asymmetrical cinematic balance; focus locked on the primary subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0009 | Perspective/Macro Detail/Macro Detail Camera — three-quarter-length crop, 35mm environmental lens, symmetrical visual balance","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; camera far enough back to preserve spatial context; three-quarter-length crop; 35mm environmental lens; symmetrical visual balance; focus locked on the primary subject; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
"0010 | Perspective/Macro Detail/Macro Detail Camera — three-quarter-length crop, 105mm compressed portrait lens, rule-of-thirds composition","camera perspective and framing instruction only; preserve every existing subject pose, action, expression, body arrangement, clothing, interaction, limb placement, prop placement, and scene event supplied by the other prompt inputs; camera tightly isolating one existing visual detail already specified elsewhere, macro-scale texture and shallow focus without inventing new subject matter; camera distance balanced between subject and environment; three-quarter-length crop; 105mm compressed portrait lens; rule-of-thirds composition; balanced focus between subject and immediate surroundings; coherent camera-to-scene geometry; do not reinterpret the subject's pose or action","wide scene, invented detail, multiple competing focal points, changed pose, changed action, changed expression, changed clothing, changed body arrangement, altered limb placement, invented gesture, contradictory camera angle, impossible perspective, duplicate subject, accidental extra person, warped architecture, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Perspective/Macro Detail,1,False
