index,name,prompt,negative_prompt,category,weight,favorite
1,Classic Boxer Briefs,"Dress <Subject 1> in classic boxer briefs, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
2,Long-Leg Boxer Briefs,"Dress <Subject 1> in long-leg boxer briefs, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
3,Trunks,"Dress <Subject 1> in trunks, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
4,Classic Briefs,"Dress <Subject 1> in classic briefs, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
5,High-Rise Briefs,"Dress <Subject 1> in high-rise briefs, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
6,Low-Rise Briefs,"Dress <Subject 1> in low-rise briefs, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
7,Athletic Jock Brief with Full Fashion Coverage,"Dress <Subject 1> in athletic jock brief with full fashion coverage, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
8,Seamless Underwear,"Dress <Subject 1> in seamless underwear, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
9,Thermal Base-Layer Set,"Dress <Subject 1> in thermal base-layer set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
10,Compression Shorts,"Dress <Subject 1> in compression shorts, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Male and Unisex Continuity | Male Underwear Swimwear,1.0,False
