name,prompt,negative_prompt,category,weight,favorite
0001 | Character/Star Wars/Luke Skywalker,"Luke Skywalker, Star Wars, iconic fictional character, Jedi robes, determined heroic expression and luminous lightsaber, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0002 | Character/Star Wars/Leia Organa,"Leia Organa, Star Wars, iconic fictional character, regal Rebel leader styling, iconic hair and composed commanding presence, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0003 | Character/Star Wars/Han Solo,"Han Solo, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0004 | Character/Star Wars/Chewbacca,"Chewbacca, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0005 | Character/Star Wars/Obi-Wan Kenobi,"Obi-Wan Kenobi, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0006 | Character/Star Wars/Anakin Skywalker,"Anakin Skywalker, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0007 | Character/Star Wars/Darth Vader,"Darth Vader, Star Wars, iconic fictional character, black life-support armour, domed helmet, chest controls and red lightsaber, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0008 | Character/Star Wars/Padmé Amidala,"Padmé Amidala, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0009 | Character/Star Wars/Yoda,"Yoda, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
0010 | Character/Star Wars/Mace Windu,"Mace Windu, Star Wars, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Star Wars,1,False
