name,prompt,negative_prompt,category,weight,favorite
0001 | Real Female/Popular Under 40/Margot Robbie,"Margot Robbie, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0002 | Real Female/Popular Under 40/Zendaya,"Zendaya, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0003 | Real Female/Popular Under 40/Ana de Armas,"Ana de Armas, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0004 | Real Female/Popular Under 40/Jenna Ortega,"Jenna Ortega, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0005 | Real Female/Popular Under 40/Sydney Sweeney,"Sydney Sweeney, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0006 | Real Female/Popular Under 40/Florence Pugh,"Florence Pugh, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0007 | Real Female/Popular Under 40/Anya Taylor-Joy,"Anya Taylor-Joy, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0008 | Real Female/Popular Under 40/Mia Goth,"Mia Goth, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0009 | Real Female/Popular Under 40/Elizabeth Olsen,"Elizabeth Olsen, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0010 | Real Female/Popular Under 40/Karen Gillan,"Karen Gillan, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0011 | Real Female/Popular Under 40/Millie Bobby Brown,"Millie Bobby Brown, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
0012 | Real Female/Popular Under 40/Sadie Sink,"Sadie Sink, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Real Female/Popular Under 40,1,False
