index,name,prompt,negative_prompt,category,weight,favorite
1,T-Shirt Bra,"H3-safe video styling: Dress <Subject 1> in t-shirt bra, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
2,Full-Cup Bra,"H3-safe video styling: Dress <Subject 1> in full-cup bra, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
3,Bralette,"H3-safe video styling: Dress <Subject 1> in bralette, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
4,Sports Bralette,"H3-safe video styling: Dress <Subject 1> in sports bralette, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
5,Front-Closure Bra,"H3-safe video styling: Dress <Subject 1> in front-closure bra, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
6,Underwire Bra,"H3-safe video styling: Dress <Subject 1> in underwire bra, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
7,Mesh-Overlay Bra,"H3-safe video styling: Dress <Subject 1> in mesh-overlay bra, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
8,Embroidered Bra,"H3-safe video styling: Dress <Subject 1> in embroidered bra, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
9,High-Neck Bralette,"H3-safe video styling: Dress <Subject 1> in high-neck bralette, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
10,Supportive Fuller-Bust Bra,"H3-safe video styling: Dress <Subject 1> in supportive fuller-bust bra, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Opaque lining, precise cup and strap construction, refined catalogue styling. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Underwear and Lingerie,1.0,False
