index,name,prompt,negative_prompt,category,weight,favorite
1,Female/Advanced Fashion/Cage-detail Bodysuit,"Adult woman wearing a cage-detail bodysuit, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
2,Female/Advanced Fashion/Openwork Lace Bodysuit,"Adult woman wearing a openwork lace bodysuit, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
3,Female/Advanced Fashion/High-cut Bodysuit,"Adult woman wearing a high-cut bodysuit, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
4,Female/Advanced Fashion/Long-sleeve Mesh Dress,"Adult woman wearing a long-sleeve mesh dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
5,Female/Advanced Fashion/Ribbed Knit Bodycon Dress,"Adult woman wearing a ribbed knit bodycon dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
6,Female/Advanced Fashion/Asymmetric Cut-out Dress,"Adult woman wearing a asymmetric cut-out dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
7,Female/Advanced Fashion/Harness Mini Dress,"Adult woman wearing a harness mini dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
8,Female/Advanced Fashion/Sheer Sleeve Bodysuit,"Adult woman wearing a sheer sleeve bodysuit, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
9,Female/Advanced Fashion/Corset Mini Dress,"Adult woman wearing a corset mini dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
10,Female/Advanced Fashion/Boned Bustier Top,"Adult woman wearing a boned bustier top, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
