index,name,prompt,negative_prompt,category,weight,favorite
1,Female/Underwear & Lingerie/Panty/Briefs,"Adult woman wearing briefs, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
2,Female/Underwear & Lingerie/Panty/High-waist Briefs,"Adult woman wearing high-waist briefs, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
3,Female/Underwear & Lingerie/Panty/Hipster,"Adult woman wearing hipster, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
4,Female/Underwear & Lingerie/Panty/Bikini Panty,"Adult woman wearing bikini panty, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
5,Female/Underwear & Lingerie/Panty/French-cut Panty,"Adult woman wearing french-cut panty, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
6,Female/Underwear & Lingerie/Panty/Boyshorts,"Adult woman wearing boyshorts, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
7,Female/Underwear & Lingerie/Panty/Cheeky Panty,"Adult woman wearing cheeky panty, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
8,Female/Underwear & Lingerie/Panty/Cheekini,"Adult woman wearing cheekini, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
9,Female/Underwear & Lingerie/Panty/Brazilian Panty,"Adult woman wearing brazilian panty, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
10,Female/Underwear & Lingerie/Panty/Tanga Panty,"Adult woman wearing tanga panty, with clean premium styling, realistic fit, precise garment construction, and no visible logos or text.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Panty,1,False
