index,name,prompt,negative_prompt,category,weight,favorite
1,Female/Accessories & Cover-ups/Garter Belt,"Add garter belt as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
2,Female/Accessories & Cover-ups/Stockings,"Add stockings as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
3,Female/Accessories & Cover-ups/Thigh-high Stockings,"Add thigh-high stockings as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
4,Female/Accessories & Cover-ups/Sheer Stockings,"Add sheer stockings as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
5,Female/Accessories & Cover-ups/Lace-top Stockings,"Add lace-top stockings as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
6,Female/Accessories & Cover-ups/Suspenders,"Add suspenders as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
7,Female/Accessories & Cover-ups/Kimono Robe,"Add kimono robe as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
8,Female/Accessories & Cover-ups/Satin Robe,"Add satin robe as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
9,Female/Accessories & Cover-ups/Sheer Robe With Opaque Styling,"Add sheer robe with opaque styling as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
10,Female/Accessories & Cover-ups/Slip Dress Layer,"Add slip dress layer as a coordinated styling layer or accessory, keeping it unbranded, fashionable, and realistically constructed.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Accessories & Cover-ups,1,False
