index,name,prompt,negative_prompt,category,weight,favorite
1,Female/Bodywear/Lace Teddy,"Adult woman wearing a lace teddy, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
2,Female/Bodywear/Mesh Teddy,"Adult woman wearing a mesh teddy, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
3,Female/Bodywear/Satin Teddy,"Adult woman wearing a satin teddy, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
4,Female/Bodywear/Seamless Bodysuit,"Adult woman wearing a seamless bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
5,Female/Bodywear/Ribbed Bodysuit,"Adult woman wearing a ribbed bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
6,Female/Bodywear/Lace Bodysuit,"Adult woman wearing a lace bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
7,Female/Bodywear/Mesh Bodysuit,"Adult woman wearing a mesh bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
8,Female/Bodywear/Long-sleeve Bodysuit,"Adult woman wearing a long-sleeve bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
9,Female/Bodywear/High-neck Bodysuit,"Adult woman wearing a high-neck bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
10,Female/Bodywear/Plunge Bodysuit,"Adult woman wearing a plunge bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
11,Female/Bodywear/Cut-out Bodysuit,"Adult woman wearing a cut-out bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
12,Female/Bodywear/Corset Bodysuit,"Adult woman wearing a corset bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
13,Female/Bodywear/Bustier Bodysuit,"Adult woman wearing a bustier bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
14,Female/Bodywear/Corset,"Adult woman wearing a corset, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
15,Female/Bodywear/Overbust Corset,"Adult woman wearing a overbust corset, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
16,Female/Bodywear/Underbust Corset,"Adult woman wearing a underbust corset, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
17,Female/Bodywear/Lace Corset,"Adult woman wearing a lace corset, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
18,Female/Bodywear/Mesh Corset,"Adult woman wearing a mesh corset, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
19,Female/Bodywear/Satin Corset,"Adult woman wearing a satin corset, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
20,Female/Bodywear/Bustier,"Adult woman wearing a bustier, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
21,Female/Bodywear/Longline Bustier,"Adult woman wearing a longline bustier, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
22,Female/Bodywear/Balconette Bustier,"Adult woman wearing a balconette bustier, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
23,Female/Bodywear/Waist Cincher,"Adult woman wearing a waist cincher, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
24,Female/Bodywear/Shapewear Bodysuit,"Adult woman wearing a shapewear bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
25,Female/Bodywear/Slip Bodysuit,"Adult woman wearing a slip bodysuit, with unbranded premium styling, realistic fabric behaviour, clear seam detail, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Bodywear,1,False
26,Clothing Detail/Scalloped Edge,"Use scalloped edge as a finishing garment detail, with realistic construction and clean readable design.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Detail,1,False
27,Clothing Detail/Contrast Binding,"Use contrast binding as a finishing garment detail, with realistic construction and clean readable design.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Detail,1,False
28,Clothing Detail/Minimal Seam Detail,"Use minimal seam detail as a finishing garment detail, with realistic construction and clean readable design.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Detail,1,False
29,Clothing Detail/Flatlock Stitching,"Use flatlock stitching as a finishing garment detail, with realistic construction and clean readable design.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Detail,1,False
30,Clothing Detail/Soft Elastic Waistband,"Use soft elastic waistband as a finishing garment detail, with realistic construction and clean readable design.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Detail,1,False
31,Clothing Detail/Decorative Bow Detail,"Use decorative bow detail as a finishing garment detail, with realistic construction and clean readable design.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Detail,1,False
