name,prompt,negative_prompt,category,weight,favorite
"0001 | Female/Underwear & Lingerie/Light-control Shapewear Bodysuit — Champagne, Matte Satin, Wide Supportive Underband","adult woman wearing light-control shapewear bodysuit, matte satin, champagne, wide supportive underband, supportive fuller-bust fit, plain-label construction with no exterior branding, warm hotel-suite fashion editorial, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0002 | Female/Underwear & Lingerie/Mesh-panel Bodysuit With Opaque Lining — Teal, Silk-blend Charmeuse, Art-deco Inspired Linework","adult woman wearing mesh-panel bodysuit with opaque lining, silk-blend charmeuse, teal, art-deco inspired linework, sleek sculpting silhouette, logo-free premium garment construction, luxury wardrobe showroom, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0003 | Female/Underwear & Lingerie/Lace Teddy Bodysuit — Peach, Floral Lace Overlay With Opaque Lining, Glossy Satin Accents","adult woman wearing lace teddy bodysuit, floral lace overlay with opaque lining, peach, glossy satin accents, minimal second-skin fit, logo-free premium garment construction, minimal dressing-room set, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0004 | Female/Underwear & Lingerie/Convertible Bra And Smooth Bikini Brief Set — Warm Caramel, Soft Velvet Trim Over Stretch Satin, Decorative Covered Buttons","adult woman wearing convertible bra and smooth bikini brief set, soft velvet trim over stretch satin, warm caramel, decorative covered buttons, minimal contemporary styling, plain-label construction with no exterior branding, warm hotel-suite fashion editorial, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0005 | Female/Underwear & Lingerie/Modal Camisole And High-waist Brief Set — Golden Bronze, Ribbed Modal Knit, Modern Asymmetric Strap Detail","adult woman wearing modal camisole and high-waist brief set, ribbed modal knit, golden bronze, modern asymmetric strap detail, minimal second-skin fit, minimal tonal branding with no readable logo or text, clean catalogue backdrop, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0006 | Female/Underwear & Lingerie/Balconette Bra And High-waist Brief Set — Midnight Navy, Bamboo-viscose Jersey, Tiny Centre Bow Detail","adult woman wearing balconette bra and high-waist brief set, bamboo-viscose jersey, midnight navy, tiny centre bow detail, luxury evening lingerie styling, completely unbranded with no visible logos, soft bedroom-inspired fashion set with no bed posing, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0007 | Female/Underwear & Lingerie/Underbust Corset Over Matching Lingerie Set — Lavender, Soft Stretch Lace, Modern Asymmetric Strap Detail","adult woman wearing underbust corset over matching lingerie set, soft stretch lace, lavender, modern asymmetric strap detail, retro pin-up styling, completely unbranded with no visible logos, warm hotel-suite fashion editorial, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0008 | Female/Underwear & Lingerie/Sheer-look Mesh Set With Strategic Opaque Lining — Cobalt Blue, Smooth Microfiber, Glossy Satin Accents","adult woman wearing sheer-look mesh set with strategic opaque lining, smooth microfiber, cobalt blue, glossy satin accents, retro pin-up styling, logo-free premium garment construction, clean catalogue backdrop, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0009 | Female/Underwear & Lingerie/Full-cup Underwire Bra And Boyshort Set — Espresso Brown, Fine Stretch Mesh With Opaque Panels, Tonal Floral Embroidery","adult woman wearing full-cup underwire bra and boyshort set, fine stretch mesh with opaque panels, espresso brown, tonal floral embroidery, supportive fuller-bust fit, completely unbranded with no visible logos, soft bedroom-inspired fashion set with no bed posing, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
"0010 | Female/Underwear & Lingerie/Soft-cup Bra And French Knicker Set — Silver Grey, Lightweight Power Mesh With Full Coverage Lining, Delicate Adjustable Straps","adult woman wearing soft-cup bra and French knicker set, lightweight power mesh with full coverage lining, silver grey, delicate adjustable straps, luxury evening lingerie styling, completely unbranded with no visible logos, luxury wardrobe showroom, realistic fabric behaviour, precise stitching and garment construction, flattering but natural fit, coherent accessories, professional lighting, polished high-end finish","visible brand logo, brand name, advertising text, monogram logo, watermark, random lettering, child, teen, underage, youthful childlike body, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, fused accessories, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie,1,False
