index,name,prompt,negative_prompt,category,weight,favorite
1,Studio Room Tone,"Use quiet natural studio room tone with no obvious hum, voices, or music.","clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
2,City Ambience,"Use balanced city ambience with distant traffic and pedestrians, kept below the main action.","clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
3,Night City Ambience,Use restrained nighttime city ambience with distant traffic and subtle urban texture.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
4,Forest Ambience,"Use natural forest ambience with soft birds, leaves, and distant environmental detail.","clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
5,Beach Ambience,Use steady beach ambience with gentle surf and light coastal wind.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
6,Gym Ambience,Use realistic gym ambience with restrained equipment sounds and distant room activity.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
7,Crowd Ambience,Use a diffuse background crowd bed with no distinct unwanted dialogue.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
8,Light Rain,Use soft consistent rain ambience matched to the visible weather.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
9,Heavy Rain,Use strong rain ambience with controlled dynamics and no unrelated thunder unless visible.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
10,Gentle Wind,"Use gentle continuous wind matched to visible hair, fabric, and foliage movement.","clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
11,Footsteps,"Use natural synchronized footsteps matching surface, pace, and visible footfalls.","clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
12,Fabric Movement,Use subtle fabric movement sounds synchronized to visible garment motion.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
13,Soft Impacts,Use restrained physically matched impacts only where contact is visible.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
14,Sports Impacts,Use crisp synchronized sports impacts matched to each visible contact.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
15,Product Handling,Use clean close-miked product handling sounds with realistic material texture.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
16,Interior Home Ambience,Use quiet indoor home ambience with stable room tone and distant environmental detail.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
17,Poolside Ambience,"Use gentle pool water, light breeze, and distant resort ambience without crowd dominance.","clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
18,Dialogue Present,Preserve the requested dialogue clearly above ambience with natural room acoustics.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
19,No Dialogue,Do not add dialogue or speech. Use only the requested music and environmental sound.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
20,No Narration,Do not add narration or voice-over. Preserve scene sound and any requested dialogue only.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
21,No Dialogue or Narration,"Do not add speech, narration, or vocalizations; keep only music and soundscape.","clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
22,Near Silence,Use near silence with only faint physically plausible room or environmental tone.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
23,Source Sound Preserve,Preserve the supplied source sound exactly in timing and overall character.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
24,Continuous Ambience Handoff,Maintain one unbroken ambience bed through the ending for a seamless next-clip handoff.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Soundscape,1.0,False
