index,name,prompt,negative_prompt,category,weight,favorite
1,Female/Accessories/Jewelry/Drop Earrings,"Add drop earrings as a coordinated accessory, keeping them elegant, unbranded, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Jewelry,1,False
2,Female/Accessories/Jewelry/Cuff Bracelet,"Add a cuff bracelet as a coordinated accessory, keeping it elegant, unbranded, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Jewelry,1,False
3,Female/Accessories/Jewelry/Anklet,"Add an anklet as a coordinated accessory, keeping it elegant, unbranded, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Jewelry,1,False
4,Female/Accessories/Jewelry/Body Chain,"Add a body chain as a coordinated accessory, keeping it fashionable, unbranded, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Jewelry,1,False
5,Female/Accessories/Footwear/Platform Heels,"Use platform heels as the footwear choice, with clean fashionable styling and no visible logos.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Footwear,1,False
6,Female/Accessories/Footwear/Thigh-high Boots,"Use thigh-high boots as the footwear choice, with clean fashionable styling and no visible logos.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Footwear,1,False
7,Female/Accessories/Footwear/Platform Boots,"Use platform boots as the footwear choice, with clean fashionable styling and no visible logos.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Footwear,1,False
8,Female/Accessories/Handwear/Opera Gloves,"Add opera gloves as a coordinated styling accessory, keeping them elegant, unbranded, and realistically fitted.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Handwear,1,False
9,Female/Accessories/Handwear/Fingerless Gloves,"Add fingerless gloves as a coordinated styling accessory, keeping them unbranded and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Handwear,1,False
10,Female/Accessories/Legwear/Leg Harness,"Add a leg harness as a coordinated accessory detail, keeping it fashion-oriented, unbranded, and clearly structured.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Legwear,1,False
11,Female/Accessories/Legwear/Thigh Straps,"Add thigh straps as a coordinated accessory detail, keeping them fashion-oriented, unbranded, and clearly structured.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Legwear,1,False
12,Female/Accessories/Waist/Chain Belt,"Add a chain belt as a coordinated waist accessory, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Waist,1,False
13,Female/Accessories/Waist/Harness Belt,"Add a harness belt as a coordinated waist accessory, keeping it unbranded, fashionable, and clearly structured.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Accessories/Female/Waist,1,False
