name,prompt,negative_prompt,category,weight,favorite
0001 | Real Haunted Places/United Kingdom/Tower of London — Blue Hour,"Tower of London, the medieval fortress beside the Thames, stone courtyards, Traitors’ Gate, narrow passages and centuries of severe history, during blue hour, cool ambient light, architectural detail retained, light ground mist, respectful documentary-horror atmosphere and a carefully composed wide view, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0002 | Real Haunted Places/United Kingdom/Tower of London — Midnight Fog,"Tower of London, the medieval fortress beside the Thames, stone courtyards, Traitors’ Gate, narrow passages and centuries of severe history, after midnight, subtle fog, limited warm practical lights, deep readable shadows, historically coherent surfaces and an empty cinematic composition, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0003 | Real Haunted Places/United Kingdom/Tower of London — Storm Aftermath,"Tower of London, the medieval fortress beside the Thames, stone courtyards, Traitors’ Gate, narrow passages and centuries of severe history, after a passing storm, wet stone and reflective ground, broken cloud, wind-tossed vegetation, dramatic but believable light and restrained supernatural unease, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0004 | Real Haunted Places/United Kingdom/Edinburgh Vaults — Blue Hour,"Edinburgh Vaults, the underground stone chambers beneath Edinburgh’s South Bridge, damp arches, narrow passages and soot-dark masonry, during blue hour, cool ambient light, architectural detail retained, light ground mist, respectful documentary-horror atmosphere and a carefully composed wide view, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0005 | Real Haunted Places/United Kingdom/Edinburgh Vaults — Midnight Fog,"Edinburgh Vaults, the underground stone chambers beneath Edinburgh’s South Bridge, damp arches, narrow passages and soot-dark masonry, after midnight, subtle fog, limited warm practical lights, deep readable shadows, historically coherent surfaces and an empty cinematic composition, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0006 | Real Haunted Places/United Kingdom/Edinburgh Vaults — Storm Aftermath,"Edinburgh Vaults, the underground stone chambers beneath Edinburgh’s South Bridge, damp arches, narrow passages and soot-dark masonry, after a passing storm, wet stone and reflective ground, broken cloud, wind-tossed vegetation, dramatic but believable light and restrained supernatural unease, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0007 | Real Haunted Places/United Kingdom/Greyfriars Kirkyard — Blue Hour,"Greyfriars Kirkyard, the historic Edinburgh graveyard, crowded old headstones, iron gates, bare trees and surrounding stone tenements, during blue hour, cool ambient light, architectural detail retained, light ground mist, respectful documentary-horror atmosphere and a carefully composed wide view, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0008 | Real Haunted Places/United Kingdom/Greyfriars Kirkyard — Midnight Fog,"Greyfriars Kirkyard, the historic Edinburgh graveyard, crowded old headstones, iron gates, bare trees and surrounding stone tenements, after midnight, subtle fog, limited warm practical lights, deep readable shadows, historically coherent surfaces and an empty cinematic composition, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0009 | Real Haunted Places/United Kingdom/Greyfriars Kirkyard — Storm Aftermath,"Greyfriars Kirkyard, the historic Edinburgh graveyard, crowded old headstones, iron gates, bare trees and surrounding stone tenements, after a passing storm, wet stone and reflective ground, broken cloud, wind-tossed vegetation, dramatic but believable light and restrained supernatural unease, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
0010 | Real Haunted Places/United Kingdom/Ancient Ram Inn — Blue Hour,"Ancient Ram Inn, the crooked medieval inn in Gloucestershire, heavy timber beams, uneven floors, small windows and cluttered historic rooms, during blue hour, cool ambient light, architectural detail retained, light ground mist, respectful documentary-horror atmosphere and a carefully composed wide view, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, inaccurate landmark replacement, modern clutter, bright cheerful mood, malformed architecture, impossible perspective, duplicated structures, warped signage, invented text, watermark, logo, low detail, blur",Real Haunted Places/United Kingdom,1.0,False
