index,name,prompt,negative_prompt,category,weight,favorite
1,Silk Neck Scarf,"Add silk neck scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
2,Silk Bow Scarf,"Add silk bow scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
3,Silk Wrap Scarf,"Add silk wrap scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
4,Satin Neck Scarf,"Add satin neck scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
5,Satin Bow Scarf,"Add satin bow scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
6,Satin Wrap Scarf,"Add satin wrap scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
7,Chiffon Neck Scarf,"Add chiffon neck scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
8,Chiffon Bow Scarf,"Add chiffon bow scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
9,Chiffon Wrap Scarf,"Add chiffon wrap scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
10,Cashmere Neck Scarf,"Add cashmere neck scarf to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Neck | Scarves,1.0,False
