index,name,prompt,negative_prompt,category,weight,favorite
1,Silk Boudoir Robe,"Dress <Subject 1> in silk boudoir robe, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
2,Silk Slip Dress,"Dress <Subject 1> in silk slip dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
3,Silk Chemise,"Dress <Subject 1> in silk chemise, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
4,Silk Teddy and Robe Set,"Dress <Subject 1> in silk teddy and robe set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
5,Silk Camisole Set,"Dress <Subject 1> in silk camisole set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
6,Satin Boudoir Robe,"Dress <Subject 1> in satin boudoir robe, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
7,Satin Slip Dress,"Dress <Subject 1> in satin slip dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
8,Satin Chemise,"Dress <Subject 1> in satin chemise, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
9,Satin Teddy and Robe Set,"Dress <Subject 1> in satin teddy and robe set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
10,Satin Camisole Set,"Dress <Subject 1> in satin camisole set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Elegant private-lounge fashion styling, non-explicit and tastefully covered.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Boudoir,1.0,False
