name,prompt,negative_prompt,category,weight,favorite
0001 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — head level,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; head level, chin neutral, shoulders level; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0002 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — chin slightly lowered,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; chin slightly lowered, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0003 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — chin slightly raised,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; chin slightly raised, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0004 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — head tilted slightly left,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; head tilted slightly left, shoulders level; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0005 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — head tilted slightly right,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; head tilted slightly right, shoulders level; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0006 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — head rotated slightly left,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; head rotated slightly left, ribcage facing forward; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0007 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — head rotated slightly right,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; head rotated slightly right, ribcage facing forward; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0008 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — left shoulder slightly higher than the right,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; left shoulder slightly higher than the right; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0009 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — right shoulder slightly higher than the left,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; right shoulder slightly higher than the left; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0010 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — shoulders gently drawn back,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; shoulders gently drawn back, chest neutral; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0011 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — shoulders relaxed and lowered,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; shoulders relaxed and lowered, chest neutral; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
0012 | Pose/Standing/Side Bend/Standing Side Bend — feet hip-width apart — ribcage rotated slightly left,"feet hip-width apart, torso curved gently to the left, pelvis centred, both knees straight; ribcage rotated slightly left, pelvis stable; clear joint alignment; distinct limb separation","torso vertical, forward fold, backward bend, seated posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Side Bend,1,False
