name,prompt,negative_prompt,category,weight,favorite
0001 | Pose/Seated/Upright/Upright Seated — pelvis supported — spine vertical,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; spine vertical, shoulders level, chin neutral; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0002 | Pose/Seated/Upright/Upright Seated — pelvis supported — spine vertical,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; spine vertical, chin slightly lowered; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0003 | Pose/Seated/Upright/Upright Seated — pelvis supported — spine vertical,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; spine vertical, chin slightly raised; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0004 | Pose/Seated/Upright/Upright Seated — pelvis supported — head tilted slightly left,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; head tilted slightly left, shoulders relaxed; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0005 | Pose/Seated/Upright/Upright Seated — pelvis supported — head tilted slightly right,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; head tilted slightly right, shoulders relaxed; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0006 | Pose/Seated/Upright/Upright Seated — pelvis supported — head rotated slightly left,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; head rotated slightly left, pelvis stable; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0007 | Pose/Seated/Upright/Upright Seated — pelvis supported — head rotated slightly right,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; head rotated slightly right, pelvis stable; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0008 | Pose/Seated/Upright/Upright Seated — pelvis supported — ribcage rotated slightly left,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; ribcage rotated slightly left, pelvis facing forward; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0009 | Pose/Seated/Upright/Upright Seated — pelvis supported — ribcage rotated slightly right,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; ribcage rotated slightly right, pelvis facing forward; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
0010 | Pose/Seated/Upright/Upright Seated — pelvis supported — torso inclined slightly forward with a long spine,"pelvis supported, spine vertical, both knees bent at right angles, feet parallel and planted, hands resting on the thighs; torso inclined slightly forward with a long spine; clear joint alignment; distinct limb separation","standing posture, kneeling posture, lying posture, unsupported floating pelvis, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Seated/Upright,1,False
