name,prompt,negative_prompt,category,weight,favorite
0001 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — spine neutral,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; spine neutral, head aligned with the spine, gaze directed downward; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0002 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — spine neutral,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; spine neutral, chin slightly lifted, neck long; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0003 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — spine neutral,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; spine neutral, chin slightly tucked, neck long; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0004 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — upper back gently rounded,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; upper back gently rounded, pelvis slightly tucked; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0005 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — upper back gently extended,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; upper back gently extended, pelvis slightly tipped forward; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0006 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — ribcage rotated slightly left while both knees remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; ribcage rotated slightly left while both knees remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0007 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — ribcage rotated slightly right while both knees remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; ribcage rotated slightly right while both knees remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0008 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — weight distributed evenly across both palms and both knees,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; weight distributed evenly across both palms and both knees; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0009 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — slightly more weight through both palms while both knees remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; slightly more weight through both palms while both knees remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0010 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — slightly more weight through both knees while both palms remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; slightly more weight through both knees while both palms remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0011 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — left shoulder slightly ahead of the right while both palms remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; left shoulder slightly ahead of the right while both palms remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0012 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — right shoulder slightly ahead of the left while both palms remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; right shoulder slightly ahead of the left while both palms remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0013 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — left hip slightly ahead of the right while both knees remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; left hip slightly ahead of the right while both knees remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0014 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — right hip slightly ahead of the left while both knees remain planted,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; right hip slightly ahead of the left while both knees remain planted; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0015 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — shoulder blades gently spread across the upper back,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; shoulder blades gently spread across the upper back; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0016 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — shoulder blades gently drawn toward the spine,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; shoulder blades gently drawn toward the spine; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0017 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — abdomen held firmly above the support plane,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; abdomen held firmly above the support plane; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0018 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — torso horizontal with a clearly visible gap beneath the abdomen,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; torso horizontal with a clearly visible gap beneath the abdomen; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0019 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — head rotated slightly left without changing shoulder or hip placement,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; head rotated slightly left without changing shoulder or hip placement; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0020 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — head rotated slightly right without changing shoulder or hip placement,"both palms and both knees planted, elbows straight, upper back strongly rounded, pelvis tucked, abdomen elevated; head rotated slightly right without changing shoulder or hip placement; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0021 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — spine neutral,"both palms and both knees planted, elbows straight, spine gently rounded, pelvis tucked; spine neutral, head aligned with the spine, gaze directed downward; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0022 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — spine neutral,"both palms and both knees planted, elbows straight, spine gently rounded, pelvis tucked; spine neutral, chin slightly lifted, neck long; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0023 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — spine neutral,"both palms and both knees planted, elbows straight, spine gently rounded, pelvis tucked; spine neutral, chin slightly tucked, neck long; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0024 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — upper back gently rounded,"both palms and both knees planted, elbows straight, spine gently rounded, pelvis tucked; upper back gently rounded, pelvis slightly tucked; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
0025 | Pose/All Fours/Spine Shapes/Tabletop Spine Shapes — both palms and both knees planted — upper back gently extended,"both palms and both knees planted, elbows straight, spine gently rounded, pelvis tucked; upper back gently extended, pelvis slightly tipped forward; clear joint alignment; distinct limb separation","standing posture, upright kneeling, lying on the stomach, chest touching the support plane, abdomen touching the support plane, collapsed elbows, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/All Fours/Spine Shapes,1,False
