name,prompt,negative_prompt,category,weight,favorite
0001 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — head level,"feet together and parallel, knees straight, arms beside the torso; head level, chin neutral, shoulders level; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0002 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — chin slightly lowered,"feet together and parallel, knees straight, arms beside the torso; chin slightly lowered, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0003 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — chin slightly raised,"feet together and parallel, knees straight, arms beside the torso; chin slightly raised, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0004 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — head tilted slightly left,"feet together and parallel, knees straight, arms beside the torso; head tilted slightly left, shoulders level; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0005 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — head tilted slightly right,"feet together and parallel, knees straight, arms beside the torso; head tilted slightly right, shoulders level; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0006 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — head rotated slightly left,"feet together and parallel, knees straight, arms beside the torso; head rotated slightly left, ribcage facing forward; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0007 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — head rotated slightly right,"feet together and parallel, knees straight, arms beside the torso; head rotated slightly right, ribcage facing forward; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0008 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — left shoulder slightly higher than the right,"feet together and parallel, knees straight, arms beside the torso; left shoulder slightly higher than the right; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0009 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — right shoulder slightly higher than the left,"feet together and parallel, knees straight, arms beside the torso; right shoulder slightly higher than the left; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
0010 | Pose/Standing/Narrow Stance/Narrow Stance — feet together and parallel — shoulders gently drawn back,"feet together and parallel, knees straight, arms beside the torso; shoulders gently drawn back, chest neutral; clear joint alignment; distinct limb separation","wide stance, seated posture, kneeling posture, crouched posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Narrow Stance,1,False
