name,prompt,negative_prompt,category,weight,favorite
0001 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — head level,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; head level, chin neutral, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0002 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — chin slightly lowered,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; chin slightly lowered, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0003 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — chin slightly raised,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; chin slightly raised, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0004 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — head tilted slightly left,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; head tilted slightly left, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0005 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — head tilted slightly right,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; head tilted slightly right, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0006 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — head rotated slightly left,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; head rotated slightly left, ribcage facing forward; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0007 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — head rotated slightly right,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; head rotated slightly right, ribcage facing forward; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0008 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — left shoulder slightly higher than the right,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; left shoulder slightly higher than the right; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0009 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — right shoulder slightly higher than the left,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; right shoulder slightly higher than the left; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0010 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — shoulders gently drawn back,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; shoulders gently drawn back, chest neutral; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0011 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — shoulders relaxed and lowered,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; shoulders relaxed and lowered, chest neutral; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0012 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — ribcage rotated slightly left,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; ribcage rotated slightly left, pelvis stable; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0013 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — ribcage rotated slightly right,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; ribcage rotated slightly right, pelvis stable; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0014 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — pelvis shifted slightly left,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; pelvis shifted slightly left, shoulders counterbalanced; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0015 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — pelvis shifted slightly right,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; pelvis shifted slightly right, shoulders counterbalanced; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0016 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — spine long and vertical,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; spine long and vertical, abdominal wall neutral; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0017 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — upper back gently rounded,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; upper back gently rounded, pelvis stable; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0018 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — upper back gently extended,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; upper back gently extended, pelvis stable; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0019 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — chin angled toward the left collarbone,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; chin angled toward the left collarbone; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0020 | Pose/Standing/Staggered Stance/Staggered Stance — left foot one full step ahead — chin angled toward the right collarbone,"left foot one full step ahead, right foot behind, both heels grounded, weight centred; chin angled toward the right collarbone; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0021 | Pose/Standing/Staggered Stance/Staggered Stance — right foot one full step ahead — head level,"right foot one full step ahead, left foot behind, both heels grounded, weight centred; head level, chin neutral, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0022 | Pose/Standing/Staggered Stance/Staggered Stance — right foot one full step ahead — chin slightly lowered,"right foot one full step ahead, left foot behind, both heels grounded, weight centred; chin slightly lowered, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
0023 | Pose/Standing/Staggered Stance/Staggered Stance — right foot one full step ahead — chin slightly raised,"right foot one full step ahead, left foot behind, both heels grounded, weight centred; chin slightly raised, neck lengthened, shoulders level; clear joint alignment; distinct limb separation","feet aligned side by side, seated posture, kneeling posture, lying posture, different pose, altered limb placement, extra limbs, missing limbs, fused limbs, duplicated hands, duplicated feet, twisted joints, dislocated shoulders, broken spine, impossible balance, contradictory weight distribution",Pose/Standing/Staggered Stance,1,False
