name,prompt,negative_prompt,category,weight,favorite
0001 | Preserve Original/Small Detail Only,"make only the requested small detail change; preserve the original subject identity, exact face, expression, pose, anatomy, clothing except the requested detail, lighting, background, camera angle, composition, colors, proportions, and object placement; do not reinterpret or redesign anything outside the requested edit","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, different person, changed pose, changed background, new objects, missing objects",Preserve Original,1.0,True
0002 | Preserve Original/Maximum Fidelity,"use the source image as a strict structural reference; keep geometry, framing, perspective, identity, facial structure, hairstyle, wardrobe, environment, lighting direction, shadows, and color relationships as close to the original as possible; alter only the explicitly requested element","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, composition drift, identity drift, restyled clothing, relighting",Preserve Original,1.0,True
0003 | Style Transfer/Subtle Anime,"apply a subtle high-quality anime rendering style while preserving the exact original composition, pose, identity, facial structure, expression, hairstyle, clothing design and colors, lighting, background layout, camera framing, proportions, and object placement; only change rendering into clean anime linework and soft cel shading","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, changed face, changed outfit, chibi, exaggerated anatomy, different background",Style Transfer,1.0,True
0004 | Style Transfer/Anime Strong Fidelity,"convert the source into polished anime key art while locking the original scene structure, subject identity, pose, facial features, expression, wardrobe, lighting direction, background details, framing, and color layout; no redesigns or added objects","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, character redesign, different camera angle, new props, missing details",Style Transfer,1.0,False
0005 | Style Transfer/Comic Ink,"convert only the rendering medium into refined comic-book inks and controlled print color; preserve all original shapes, identity, pose, wardrobe, composition, lighting relationships, and background content","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, changed anatomy, new costume, altered layout",Style Transfer,1.0,False
0006 | Style Transfer/Oil Painting,"translate the image into a classical oil-painting surface with layered brushwork while preserving subject identity, exact composition, pose, clothing, lighting, color relationships, and environmental details","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, historical redesign, changed face, missing background",Style Transfer,1.0,False
0007 | Style Transfer/Watercolor,"apply delicate watercolor texture and linework only; keep the original face, body, pose, clothing, camera, lighting, background, and all object positions unchanged","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, washed-out missing detail, composition drift",Style Transfer,1.0,False
0008 | Color Edit/Single Garment Color,"change only the specified garment color; preserve garment design, fabric, folds, body, face, pose, lighting, background, composition, and every other color unless physically affected by reflections","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, new clothing, altered garment shape, global recolor",Color Edit,1.0,False
0009 | Color Edit/Hair Color Only,"change only the hair color requested; preserve hairstyle, strand layout, face, skin, expression, pose, wardrobe, environment, and lighting","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, new hairstyle, changed face, wig-like hair",Color Edit,1.0,False
0010 | Color Edit/Eye Color Only,"change only the iris color requested; keep eye shape, gaze, eyelids, face, expression, skin, lighting, and all other details identical","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, changed eyes, different gaze, makeup changes",Color Edit,1.0,False
