index,name,prompt,negative_prompt,category,weight,favorite
1,I2VA Start Lock,"I2VA: treat the input image as the exact starting state. Lock identity, pose, outfit, hair, environment, lighting, and framing before motion begins.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
2,FL2VA First–Last Path,"FL2VA: begin at the first image, follow one physically clear chronological path, and land exactly on the last image without early morphing.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
3,L2VA Final Landing,"L2VA: build naturally toward the supplied last image, match its subject state and framing, then hold the landing stable.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
4,T2VA General,"T2VA: establish one subject, one environment, one main action, one camera move, stable continuity, and a clean final hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
5,I2VA Portrait,"I2VA portrait: lock the input identity and styling, use one subtle expression or gaze change, one gentle camera move, and a stable ending.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
6,I2VA Fashion,"I2VA fashion: lock outfit construction, material, accessories, hair, makeup, identity, and body proportions; use one simple pose change.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
7,I2VA Product,"I2VA product: lock product shape, label, material, color, reflections, and surface detail; use one macro camera move.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
8,I2VA Action,"I2VA action: preserve the exact starting pose and direction, perform one named action, then settle cleanly.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
9,FL2VA Identity Path,FL2VA: preserve the same identity throughout the path between first and last frames with no intermediate face drift.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
10,FL2VA Outfit Path,FL2VA: preserve outfit construction and color throughout; change only what differs explicitly in the final frame.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
11,FL2VA Camera Path,FL2VA: use one continuous camera path that logically connects the first and last compositions.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
12,FL2VA Transition Hold,"FL2VA: establish the first state, transition once, land on the last state, and reserve the final 1–2 seconds for a hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
13,L2VA Portrait Landing,"L2VA: approach the final portrait framing gradually, match identity and expression, then hold it stable.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
14,L2VA Full-Body Landing,"L2VA: land on the exact full-body pose with footwear and ground contact visible, then hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
15,L2VA Scene Landing,L2VA: preserve scene continuity while moving toward the final environment layout and camera framing.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
16,L2VA Handoff Landing,L2VA: prioritize an exact stable final landing suitable as the first frame of the next clip.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
17,T2VA Dialogue,"T2VA dialogue: one speaker, supplied line, precise lip sync, restrained gesture, stable camera, and clean room tone.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
18,T2VA Choreography,"T2VA choreography: one clear movement phrase, readable pose order, consistent direction, matched beat, and stable finish.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
19,T2VA Drone,"T2VA drone: one subject action, one simple aerial path, steady horizon, consistent environment, and no sudden dive.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
20,T2VA Product,"T2VA product: one product, one material-focused action, one macro move, controlled lighting, and label stability.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Standard Mode Snippets,1.0,False
