index,name,prompt,negative_prompt,category,weight,favorite
1,Bodycon Mini Dress,"Dress <Subject 1> in bodycon mini dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
2,Bodycon Midi Dress,"Dress <Subject 1> in bodycon midi dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
3,Bodycon Top and Skirt Set,"Dress <Subject 1> in bodycon top and skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
4,Bodycon Top and Trouser Set,"Dress <Subject 1> in bodycon top and trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
5,Bodycon Fashion Bodysuit with Opaque Lining,"Dress <Subject 1> in bodycon fashion bodysuit with opaque lining, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
6,Cutout-Detail Mini Dress,"Dress <Subject 1> in cutout-detail mini dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
7,Cutout-Detail Midi Dress,"Dress <Subject 1> in cutout-detail midi dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
8,Cutout-Detail Top and Skirt Set,"Dress <Subject 1> in cutout-detail top and skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
9,Cutout-Detail Top and Trouser Set,"Dress <Subject 1> in cutout-detail top and trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
10,Cutout-Detail Fashion Bodysuit with Opaque Lining,"Dress <Subject 1> in cutout-detail fashion bodysuit with opaque lining, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Nightclub fashion presentation with secure opaque coverage and stable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Sleepwear Boudoir Clubwear | Clubwear,1.0,False
