name,prompt,negative_prompt,category,weight,favorite
0000 | No Style,,,General,1,
0001 | Digital Painting/Digital Painting,"A richly layered illustration style built on confident brushwork translated through digital tools while retaining the tactile logic of traditional painting, meticulous control over light behavior achieved through non-destructive layered blending, visible painterly texture preserved even within highly refined rendering, a technically flexible balance between loose gestural mark-making and precise, considered detail, and a polished, contemporary painterly gravitas that bridges classical technique with modern production tools. Influenced by: contemporary digital-painting tradition, Photoshop/Procreate painting workflow, classical oil-painting technique translated digitally, modern concept-art rendering practice.",,Digital Painting,1,
0002 | Digital Painting/Castlevania Concept Art,"A dark gothic fantasy concept-art style rendered with painterly digital linework and moody, desaturated color palettes, gothic vibes rendered in dramatic vertical perspective, richly textured surfaces, atmospheric fog and shadow pooling around sharply lit focal points, romantic horror atmosphere blending anime-influenced character design with Western dark-fantasy illustration. Influenced by: Castlevania (Netflix/Powerhouse Animation), Ayami Kojima, gothic horror illustration, dark fantasy concept art.",,Digital Painting,1,
0003 | Digital Painting/Sakimichan Style,"A glossy, ultra-polished fan-art illustration style blending photorealistic skin rendering and soft airbrushed shading with idealized anime facial proportions and large luminous eyes, richly saturated skin tones warmed by dramatic rim lighting and soft glowing highlights, meticulously rendered hair with individually defined glossy strands, sensual curve-forward poses softened by smooth gradient blending rather than hard cel lines, and a dreamy, high-production digital-painting finish that reads as premium fantasy pin-up art. Influenced by: Sakimichan, digital painting airbrush technique, anime-realism fusion art, fantasy character illustration.",,Digital Painting,1,
0004 | Digital Painting/Scribble Fine Art,"expressive fine art aesthetics characterized by energetic freeform mark-making, layered scribbled structures, spontaneous visual construction, dynamic line accumulation, and a deliberate balance between chaos and control. The style builds form, texture, and atmosphere through overlapping gestural lines, exploratory drawing decisions, and visible artistic thought processes, transforming sketch-like marks into sophisticated visual compositions. Rather than concealing construction, it celebrates improvisation, intuition, and the physical act of drawing, allowing complexity and emotion to emerge organically from repeated line interactions. The resulting aesthetic feels raw, intelligent, and deeply personal, blending contemporary fine art experimentation with refined compositional awareness and a strong sense of visual rhythm, reminiscent of Cy Twombly and Julie Mehretu, inspired by Untitled (New York City) and Stadia II.",,Digital Painting,1,
0005 | Digital Painting/Gris Grimly-Inspired Hyperrealism,"A hyperrealistic gothic-macabre illustration style built on gnarled, spindly proportion rendered with obsessive photographic precision rather than loose sketch energy, meticulously detailed texture giving twisted, elongated form an uncanny, tangible weight, dramatic isolated lighting carving stark contrast between richly rendered detail and enveloping shadow, a hushed, eerie theatricality heightened rather than softened by the hyperreal finish, and a darkly whimsical yet unsettling intensity that feels both storybook and disturbingly convincing. Influenced by: Gris Grimly, hyperrealist digital-painting technique, gothic macabre-illustration tradition, dark-fantasy character-design practice.",,Digital Painting,1,
0006 | Digital Painting/Absolute Painterly Style,"A richly tactile digital painting style built entirely on visible, confident brushwork rather than smooth blending, thick impasto-like strokes carrying real physical weight and direction across every surface, loose expressive edges that dissolve fine detail in favor of gestural energy, dramatic value contrast doing the heavy lifting instead of line, and a raw, emotive, unmistakably hand-painted intensity that celebrates the mark of the brush over polished precision. Influenced by: traditional oil painting technique, John Singer Sargent, impasto brushwork, classical atelier painting method.",,Digital Painting,1,
0007 | Digital Painting/Artgerm Style,"A polished digital-painting portrait style blending photorealistic rendering with idealized comic-glamour proportions, luminous porcelain skin with soft airbrushed gradients and crisp specular highlights, richly detailed glossy rendering carried strand by strand where fine linework is called for, confident glamorous poses framed with clean painterly composition, and a slick, high-production pin-up polish that bridges Western comic-cover art and digital beauty illustration. Influenced by: Stanley ""Artgerm"" Lau, comic-book cover illustration, digital pin-up art, airbrush portrait technique.",,Digital Painting,1,
0008 | Digital Painting/ArtStation Masterpiece 001,"A high-production concept-art illustration style built on meticulously controlled rendering that balances painterly atmosphere with technical precision, dramatic cinematic lighting establishing mood and scale within a single portfolio-ready composition, richly detailed material and textural nuance rewarding close inspection without sacrificing overall painterly cohesion, confident, ambitious compositional scale calibrated for maximum visual impact at first glance, and a polished, industry-grade rendering intensity built to command attention within a competitive professional showcase. Influenced by: contemporary ArtStation concept-art community tradition, painterly digital-illustration technique, industry-standard portfolio-rendering practice, cinematic concept-art composition method.",,Digital Painting,1,
0009 | Digital Painting/Bastien Lecouffe-Deharme Fantasy,"ethereal dark fantasy aesthetics blending refined realism, dreamlike atmosphere, elegant visual storytelling, painterly textures, and sophisticated cinematic lighting, emphasizing emotional depth, poetic melancholy, intricate craftsmanship, and immersive worldbuilding through highly polished rendering and a strong sense of mystery, reminiscent of Bastien Lecouffe-Deharme and Kinuko Y. Craft, inspired by Memories of Emanon and Pan's Labyrinth.",,Digital Painting,1,
