index,name,prompt,negative_prompt,category,weight,favorite
1,Minimal Stud Earrings,"Add minimal stud earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
2,Minimal Hoop Earrings,"Add minimal hoop earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
3,Minimal Huggie Earrings,"Add minimal huggie earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
4,Minimal Drop Earrings,"Add minimal drop earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
5,Minimal Chandelier Earrings,"Add minimal chandelier earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
6,Minimal Ear Cuffs,"Add minimal ear cuffs to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
7,Sculptural Stud Earrings,"Add sculptural stud earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
8,Sculptural Hoop Earrings,"Add sculptural hoop earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
9,Sculptural Huggie Earrings,"Add sculptural huggie earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
10,Sculptural Drop Earrings,"Add sculptural drop earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
11,Sculptural Chandelier Earrings,"Add sculptural chandelier earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
12,Sculptural Ear Cuffs,"Add sculptural ear cuffs to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
13,Geometric Stud Earrings,"Add geometric stud earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
