index,name,prompt,negative_prompt,category,weight,favorite
1,Studio Fashion — Balanced,"ACTION: make one slow pose change. CAMERA: slow push in, slow-to-normal speed, medium or smaller amplitude. LIGHTING: soft directional studio lighting. AUDIO: fashion electronic; preserve physically matched ambience. STABILITY: lock identity, anatomy, outfit, footwear, jewelry, hair, makeup, and backdrop. End with a clean 2-second hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
2,Studio Fashion — Stability First,"ACTION: make one slow pose change. CAMERA: slow push in with small amplitude and a long settle. LIGHTING: soft directional studio lighting. AUDIO: fashion electronic at restrained level. STABILITY: lock identity, anatomy, outfit, footwear, jewelry, hair, makeup, and backdrop; no extra action or reframe. Final 2 seconds stable.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
3,Studio Fashion — Director Handoff,"SCENE: continue the exact previous final frame. ACTION: make one slow pose change. CAMERA: preserve momentum, then use slow push in. LIGHTING: soft directional studio lighting. AUDIO: continue fashion electronic without reset. STABILITY: lock identity, anatomy, outfit, footwear, jewelry, hair, makeup, and backdrop. End continuation-ready.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
4,Yoga — Balanced,"ACTION: hold one named yoga pose with calm breathing. CAMERA: static locked shot, slow-to-normal speed, medium or smaller amplitude. LIGHTING: soft natural wellness lighting. AUDIO: ambient; preserve physically matched ambience. STABILITY: lock anatomy, pose, identity, outfit, mat contact, and room. End with a clean 2-second hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
5,Yoga — Stability First,"ACTION: hold one named yoga pose with calm breathing. CAMERA: static locked shot with small amplitude and a long settle. LIGHTING: soft natural wellness lighting. AUDIO: ambient at restrained level. STABILITY: lock anatomy, pose, identity, outfit, mat contact, and room; no extra action or reframe. Final 2 seconds stable.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
6,Yoga — Director Handoff,"SCENE: continue the exact previous final frame. ACTION: hold one named yoga pose with calm breathing. CAMERA: preserve momentum, then use static locked shot. LIGHTING: soft natural wellness lighting. AUDIO: continue ambient without reset. STABILITY: lock anatomy, pose, identity, outfit, mat contact, and room. End continuation-ready.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
7,Lingerie Catalogue — Balanced,"ACTION: make one restrained catalogue pose change. CAMERA: gentle arc right, slow-to-normal speed, medium or smaller amplitude. LIGHTING: soft diffused boudoir lighting. AUDIO: luxury lounge; preserve physically matched ambience. STABILITY: lock identity, anatomy, garment construction, coverage, fabric, hair, and set. End with a clean 2-second hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
8,Lingerie Catalogue — Stability First,"ACTION: make one restrained catalogue pose change. CAMERA: gentle arc right with small amplitude and a long settle. LIGHTING: soft diffused boudoir lighting. AUDIO: luxury lounge at restrained level. STABILITY: lock identity, anatomy, garment construction, coverage, fabric, hair, and set; no extra action or reframe. Final 2 seconds stable.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
9,Lingerie Catalogue — Director Handoff,"SCENE: continue the exact previous final frame. ACTION: make one restrained catalogue pose change. CAMERA: preserve momentum, then use gentle arc right. LIGHTING: soft diffused boudoir lighting. AUDIO: continue luxury lounge without reset. STABILITY: lock identity, anatomy, garment construction, coverage, fabric, hair, and set. End continuation-ready.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
10,Swimwear Resort — Balanced,"ACTION: walk two controlled steps and settle. CAMERA: side tracking, slow-to-normal speed, medium or smaller amplitude. LIGHTING: warm natural resort lighting. AUDIO: luxury lounge; preserve physically matched ambience. STABILITY: lock identity, swimwear, accessories, hair, weather, water, and direction. End with a clean 2-second hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
